"sample_size","Variables","Population_Parameter_Values","Sample_Statistic_Values","Absolute_Difference"
9639,"Mean Age:",19.508,19.505,0.003
9639,"Mean Weight:",162.157,161.775,0.382
9639,"Mean Height:",67.187,67.159,0.028
9639,"Mean Number of Classes:",3.481,3.466,0.015
9640,"Proportion Male:",0.435,0.426,0.009
9640,"Mean Age:",19.508,19.505,0.003
9640,"Mean Weight:",162.157,161.775,0.382
9640,"Mean Height:",67.187,67.159,0.028
9640,"Mean Number of Classes:",3.481,3.466,0.015
9641,"Proportion Male:",0.435,0.426,0.009
9641,"Mean Age:",19.508,19.505,0.003
9641,"Mean Weight:",162.157,161.783,0.374
9641,"Mean Height:",67.187,67.16,0.027
9641,"Mean Number of Classes:",3.481,3.466,0.015
9642,"Proportion Male:",0.435,0.426,0.009
9642,"Mean Age:",19.508,19.505,0.003
9642,"Mean Weight:",162.157,161.784,0.373
9642,"Mean Height:",67.187,67.159,0.028
9642,"Mean Number of Classes:",3.481,3.466,0.015
9643,"Proportion Male:",0.435,0.426,0.009
9643,"Mean Age:",19.508,19.505,0.003
9643,"Mean Weight:",162.157,161.789,0.368
9643,"Mean Height:",67.187,67.16,0.027
9643,"Mean Number of Classes:",3.481,3.466,0.015
9644,"Proportion Male:",0.435,0.426,0.009
9644,"Mean Age:",19.508,19.505,0.003
9644,"Mean Weight:",162.157,161.786,0.371
9644,"Mean Height:",67.187,67.159,0.028
9644,"Mean Number of Classes:",3.481,3.466,0.015
9645,"Proportion Male:",0.435,0.426,0.009
9645,"Mean Age:",19.508,19.505,0.003
9645,"Mean Weight:",162.157,161.789,0.368
9645,"Mean Height:",67.187,67.159,0.028
9645,"Mean Number of Classes:",3.481,3.466,0.015
9646,"Proportion Male:",0.435,0.426,0.009
9646,"Mean Age:",19.508,19.505,0.003
9646,"Mean Weight:",162.157,161.787,0.37
9646,"Mean Height:",67.187,67.158,0.029
9646,"Mean Number of Classes:",3.481,3.466,0.015
9647,"Proportion Male:",0.435,0.426,0.009
9647,"Mean Age:",19.508,19.505,0.003
9647,"Mean Weight:",162.157,161.785,0.372
9647,"Mean Height:",67.187,67.158,0.029
9647,"Mean Number of Classes:",3.481,3.466,0.015
9648,"Proportion Male:",0.435,0.426,0.009
9648,"Mean Age:",19.508,19.505,0.003
9648,"Mean Weight:",162.157,161.781,0.376
9648,"Mean Height:",67.187,67.157,0.03
9648,"Mean Number of Classes:",3.481,3.466,0.015
9649,"Proportion Male:",0.435,0.426,0.009
9649,"Mean Age:",19.508,19.505,0.003
9649,"Mean Weight:",162.157,161.787,0.37
9649,"Mean Height:",67.187,67.158,0.029
9649,"Mean Number of Classes:",3.481,3.466,0.015
9650,"Proportion Male:",0.435,0.427,0.008
9650,"Mean Age:",19.508,19.505,0.003
9650,"Mean Weight:",162.157,161.783,0.374
9650,"Mean Height:",67.187,67.158,0.029
9650,"Mean Number of Classes:",3.481,3.466,0.015
9651,"Proportion Male:",0.435,0.427,0.008
9651,"Mean Age:",19.508,19.505,0.003
9651,"Mean Weight:",162.157,161.784,0.373
9651,"Mean Height:",67.187,67.159,0.028
9651,"Mean Number of Classes:",3.481,3.466,0.015
9652,"Proportion Male:",0.435,0.427,0.008
9652,"Mean Age:",19.508,19.505,0.003
9652,"Mean Weight:",162.157,161.782,0.375
9652,"Mean Height:",67.187,67.159,0.028
9652,"Mean Number of Classes:",3.481,3.466,0.015
9653,"Proportion Male:",0.435,0.427,0.008
9653,"Mean Age:",19.508,19.505,0.003
9653,"Mean Weight:",162.157,161.781,0.376
9653,"Mean Height:",67.187,67.159,0.028
9653,"Mean Number of Classes:",3.481,3.466,0.015
9654,"Proportion Male:",0.435,0.427,0.008
9654,"Mean Age:",19.508,19.505,0.003
9654,"Mean Weight:",162.157,161.784,0.373
9654,"Mean Height:",67.187,67.159,0.028
9654,"Mean Number of Classes:",3.481,3.466,0.015
9655,"Proportion Male:",0.435,0.427,0.008
9655,"Mean Age:",19.508,19.505,0.003
9655,"Mean Weight:",162.157,161.778,0.379
9655,"Mean Height:",67.187,67.159,0.028
9655,"Mean Number of Classes:",3.481,3.466,0.015
9656,"Proportion Male:",0.435,0.427,0.008
9656,"Mean Age:",19.508,19.505,0.003
9656,"Mean Weight:",162.157,161.771,0.386
9656,"Mean Height:",67.187,67.158,0.029
9656,"Mean Number of Classes:",3.481,3.466,0.015
9657,"Proportion Male:",0.435,0.427,0.008
9657,"Mean Age:",19.508,19.505,0.003
9657,"Mean Weight:",162.157,161.768,0.389
9657,"Mean Height:",67.187,67.158,0.029
9657,"Mean Number of Classes:",3.481,3.466,0.015
9658,"Proportion Male:",0.435,0.427,0.008
9658,"Mean Age:",19.508,19.505,0.003
9658,"Mean Weight:",162.157,161.767,0.39
9658,"Mean Height:",67.187,67.158,0.029
9658,"Mean Number of Classes:",3.481,3.466,0.015
9659,"Proportion Male:",0.435,0.427,0.008
9659,"Mean Age:",19.508,19.505,0.003
9659,"Mean Weight:",162.157,161.771,0.386
9659,"Mean Height:",67.187,67.158,0.029
9659,"Mean Number of Classes:",3.481,3.466,0.015
9660,"Proportion Male:",0.435,0.427,0.008
9660,"Mean Age:",19.508,19.504,0.004
9660,"Mean Weight:",162.157,161.769,0.388
9660,"Mean Height:",67.187,67.158,0.029
9660,"Mean Number of Classes:",3.481,3.466,0.015
9661,"Proportion Male:",0.435,0.427,0.008
9661,"Mean Age:",19.508,19.505,0.003
9661,"Mean Weight:",162.157,161.764,0.393
9661,"Mean Height:",67.187,67.157,0.03
9661,"Mean Number of Classes:",3.481,3.466,0.015
9662,"Proportion Male:",0.435,0.427,0.008
9662,"Mean Age:",19.508,19.504,0.004
9662,"Mean Weight:",162.157,161.765,0.392
9662,"Mean Height:",67.187,67.157,0.03
9662,"Mean Number of Classes:",3.481,3.466,0.015
9663,"Proportion Male:",0.435,0.427,0.008
9663,"Mean Age:",19.508,19.504,0.004
9663,"Mean Weight:",162.157,161.763,0.394
9663,"Mean Height:",67.187,67.157,0.03
9663,"Mean Number of Classes:",3.481,3.466,0.015
9664,"Proportion Male:",0.435,0.427,0.008
9664,"Mean Age:",19.508,19.504,0.004
9664,"Mean Weight:",162.157,161.763,0.394
9664,"Mean Height:",67.187,67.158,0.029
9664,"Mean Number of Classes:",3.481,3.466,0.015
9665,"Proportion Male:",0.435,0.427,0.008
9665,"Mean Age:",19.508,19.504,0.004
9665,"Mean Weight:",162.157,161.766,0.391
9665,"Mean Height:",67.187,67.158,0.029
9665,"Mean Number of Classes:",3.481,3.466,0.015
9666,"Proportion Male:",0.435,0.427,0.008
9666,"Mean Age:",19.508,19.504,0.004
9666,"Mean Weight:",162.157,161.768,0.389
9666,"Mean Height:",67.187,67.159,0.028
9666,"Mean Number of Classes:",3.481,3.466,0.015
9667,"Proportion Male:",0.435,0.427,0.008
9667,"Mean Age:",19.508,19.504,0.004
9667,"Mean Weight:",162.157,161.773,0.384
9667,"Mean Height:",67.187,67.159,0.028
9667,"Mean Number of Classes:",3.481,3.466,0.015
9668,"Proportion Male:",0.435,0.427,0.008
9668,"Mean Age:",19.508,19.505,0.003
9668,"Mean Weight:",162.157,161.771,0.386
9668,"Mean Height:",67.187,67.159,0.028
9668,"Mean Number of Classes:",3.481,3.466,0.015
9669,"Proportion Male:",0.435,0.427,0.008
9669,"Mean Age:",19.508,19.504,0.004
9669,"Mean Weight:",162.157,161.768,0.389
9669,"Mean Height:",67.187,67.159,0.028
9669,"Mean Number of Classes:",3.481,3.466,0.015
9670,"Proportion Male:",0.435,0.427,0.008
9670,"Mean Age:",19.508,19.505,0.003
9670,"Mean Weight:",162.157,161.769,0.388
9670,"Mean Height:",67.187,67.158,0.029
9670,"Mean Number of Classes:",3.481,3.466,0.015
9671,"Proportion Male:",0.435,0.427,0.008
9671,"Mean Age:",19.508,19.505,0.003
9671,"Mean Weight:",162.157,161.767,0.39
9671,"Mean Height:",67.187,67.158,0.029
9671,"Mean Number of Classes:",3.481,3.466,0.015
9672,"Proportion Male:",0.435,0.427,0.008
9672,"Mean Age:",19.508,19.505,0.003
9672,"Mean Weight:",162.157,161.771,0.386
9672,"Mean Height:",67.187,67.159,0.028
9672,"Mean Number of Classes:",3.481,3.466,0.015
9673,"Proportion Male:",0.435,0.427,0.008
9673,"Mean Age:",19.508,19.505,0.003
9673,"Mean Weight:",162.157,161.773,0.384
9673,"Mean Height:",67.187,67.159,0.028
9673,"Mean Number of Classes:",3.481,3.466,0.015
9674,"Proportion Male:",0.435,0.427,0.008
9674,"Mean Age:",19.508,19.505,0.003
9674,"Mean Weight:",162.157,161.77,0.387
9674,"Mean Height:",67.187,67.159,0.028
9674,"Mean Number of Classes:",3.481,3.466,0.015
9675,"Proportion Male:",0.435,0.427,0.008
9675,"Mean Age:",19.508,19.505,0.003
9675,"Mean Weight:",162.157,161.772,0.385
9675,"Mean Height:",67.187,67.159,0.028
9675,"Mean Number of Classes:",3.481,3.466,0.015
9676,"Proportion Male:",0.435,0.427,0.008
9676,"Mean Age:",19.508,19.505,0.003
9676,"Mean Weight:",162.157,161.768,0.389
9676,"Mean Height:",67.187,67.159,0.028
9676,"Mean Number of Classes:",3.481,3.466,0.015
9677,"Proportion Male:",0.435,0.427,0.008
9677,"Mean Age:",19.508,19.505,0.003
9677,"Mean Weight:",162.157,161.772,0.385
9677,"Mean Height:",67.187,67.159,0.028
9677,"Mean Number of Classes:",3.481,3.466,0.015
9678,"Proportion Male:",0.435,0.427,0.008
9678,"Mean Age:",19.508,19.505,0.003
9678,"Mean Weight:",162.157,161.774,0.383
9678,"Mean Height:",67.187,67.158,0.029
9678,"Mean Number of Classes:",3.481,3.466,0.015
9679,"Proportion Male:",0.435,0.427,0.008
9679,"Mean Age:",19.508,19.505,0.003
9679,"Mean Weight:",162.157,161.775,0.382
9679,"Mean Height:",67.187,67.157,0.03
9679,"Mean Number of Classes:",3.481,3.466,0.015
9680,"Proportion Male:",0.435,0.427,0.008
9680,"Mean Age:",19.508,19.505,0.003
9680,"Mean Weight:",162.157,161.772,0.385
9680,"Mean Height:",67.187,67.157,0.03
9680,"Mean Number of Classes:",3.481,3.466,0.015
9681,"Proportion Male:",0.435,0.427,0.008
9681,"Mean Age:",19.508,19.505,0.003
9681,"Mean Weight:",162.157,161.779,0.378
9681,"Mean Height:",67.187,67.158,0.029
9681,"Mean Number of Classes:",3.481,3.466,0.015
9682,"Proportion Male:",0.435,0.427,0.008
9682,"Mean Age:",19.508,19.505,0.003
9682,"Mean Weight:",162.157,161.777,0.38
9682,"Mean Height:",67.187,67.157,0.03
9682,"Mean Number of Classes:",3.481,3.466,0.015
9683,"Proportion Male:",0.435,0.427,0.008
9683,"Mean Age:",19.508,19.504,0.004
9683,"Mean Weight:",162.157,161.773,0.384
9683,"Mean Height:",67.187,67.158,0.029
9683,"Mean Number of Classes:",3.481,3.466,0.015
9684,"Proportion Male:",0.435,0.426,0.009
9684,"Mean Age:",19.508,19.504,0.004
9684,"Mean Weight:",162.157,161.77,0.387
9684,"Mean Height:",67.187,67.157,0.03
9684,"Mean Number of Classes:",3.481,3.466,0.015
9685,"Proportion Male:",0.435,0.426,0.009
9685,"Mean Age:",19.508,19.504,0.004
9685,"Mean Weight:",162.157,161.77,0.387
9685,"Mean Height:",67.187,67.157,0.03
9685,"Mean Number of Classes:",3.481,3.466,0.015
9686,"Proportion Male:",0.435,0.426,0.009
9686,"Mean Age:",19.508,19.504,0.004
9686,"Mean Weight:",162.157,161.764,0.393
9686,"Mean Height:",67.187,67.158,0.029
9686,"Mean Number of Classes:",3.481,3.467,0.014
9687,"Proportion Male:",0.435,0.427,0.008
9687,"Mean Age:",19.508,19.504,0.004
9687,"Mean Weight:",162.157,161.761,0.396
9687,"Mean Height:",67.187,67.158,0.029
9687,"Mean Number of Classes:",3.481,3.467,0.014
9688,"Proportion Male:",0.435,0.427,0.008
9688,"Mean Age:",19.508,19.504,0.004
9688,"Mean Weight:",162.157,161.773,0.384
9688,"Mean Height:",67.187,67.159,0.028
9688,"Mean Number of Classes:",3.481,3.467,0.014
9689,"Proportion Male:",0.435,0.427,0.008
9689,"Mean Age:",19.508,19.504,0.004
9689,"Mean Weight:",162.157,161.769,0.388
9689,"Mean Height:",67.187,67.158,0.029
9689,"Mean Number of Classes:",3.481,3.467,0.014
9690,"Proportion Male:",0.435,0.427,0.008
9690,"Mean Age:",19.508,19.504,0.004
9690,"Mean Weight:",162.157,161.765,0.392
9690,"Mean Height:",67.187,67.158,0.029
9690,"Mean Number of Classes:",3.481,3.467,0.014
9691,"Proportion Male:",0.435,0.427,0.008
9691,"Mean Age:",19.508,19.504,0.004
9691,"Mean Weight:",162.157,161.77,0.387
9691,"Mean Height:",67.187,67.159,0.028
9691,"Mean Number of Classes:",3.481,3.467,0.014
9692,"Proportion Male:",0.435,0.427,0.008
9692,"Mean Age:",19.508,19.504,0.004
9692,"Mean Weight:",162.157,161.765,0.392
9692,"Mean Height:",67.187,67.159,0.028
9692,"Mean Number of Classes:",3.481,3.467,0.014
9693,"Proportion Male:",0.435,0.427,0.008
9693,"Mean Age:",19.508,19.504,0.004
9693,"Mean Weight:",162.157,161.766,0.391
9693,"Mean Height:",67.187,67.16,0.027
9693,"Mean Number of Classes:",3.481,3.467,0.014
9694,"Proportion Male:",0.435,0.427,0.008
9694,"Mean Age:",19.508,19.504,0.004
9694,"Mean Weight:",162.157,161.776,0.381
9694,"Mean Height:",67.187,67.16,0.027
9694,"Mean Number of Classes:",3.481,3.467,0.014
9695,"Proportion Male:",0.435,0.427,0.008
9695,"Mean Age:",19.508,19.504,0.004
9695,"Mean Weight:",162.157,161.776,0.381
9695,"Mean Height:",67.187,67.161,0.026
9695,"Mean Number of Classes:",3.481,3.467,0.014
9696,"Proportion Male:",0.435,0.427,0.008
9696,"Mean Age:",19.508,19.504,0.004
9696,"Mean Weight:",162.157,161.777,0.38
9696,"Mean Height:",67.187,67.161,0.026
9696,"Mean Number of Classes:",3.481,3.467,0.014
9697,"Proportion Male:",0.435,0.427,0.008
9697,"Mean Age:",19.508,19.504,0.004
9697,"Mean Weight:",162.157,161.776,0.381
9697,"Mean Height:",67.187,67.162,0.025
9697,"Mean Number of Classes:",3.481,3.467,0.014
9698,"Proportion Male:",0.435,0.427,0.008
9698,"Mean Age:",19.508,19.505,0.003
9698,"Mean Weight:",162.157,161.78,0.377
9698,"Mean Height:",67.187,67.162,0.025
9698,"Mean Number of Classes:",3.481,3.467,0.014
9699,"Proportion Male:",0.435,0.427,0.008
9699,"Mean Age:",19.508,19.505,0.003
9699,"Mean Weight:",162.157,161.79,0.367
9699,"Mean Height:",67.187,67.162,0.025
9699,"Mean Number of Classes:",3.481,3.467,0.014
9700,"Proportion Male:",0.435,0.427,0.008
9700,"Mean Age:",19.508,19.505,0.003
9700,"Mean Weight:",162.157,161.791,0.366
9700,"Mean Height:",67.187,67.162,0.025
9700,"Mean Number of Classes:",3.481,3.467,0.014
9701,"Proportion Male:",0.435,0.427,0.008
9701,"Mean Age:",19.508,19.505,0.003
9701,"Mean Weight:",162.157,161.79,0.367
9701,"Mean Height:",67.187,67.162,0.025
9701,"Mean Number of Classes:",3.481,3.467,0.014
9702,"Proportion Male:",0.435,0.427,0.008
9702,"Mean Age:",19.508,19.504,0.004
9702,"Mean Weight:",162.157,161.788,0.369
9702,"Mean Height:",67.187,67.162,0.025
9702,"Mean Number of Classes:",3.481,3.467,0.014
9703,"Proportion Male:",0.435,0.427,0.008
9703,"Mean Age:",19.508,19.505,0.003
9703,"Mean Weight:",162.157,161.791,0.366
9703,"Mean Height:",67.187,67.162,0.025
9703,"Mean Number of Classes:",3.481,3.467,0.014
9704,"Proportion Male:",0.435,0.427,0.008
9704,"Mean Age:",19.508,19.505,0.003
9704,"Mean Weight:",162.157,161.795,0.362
9704,"Mean Height:",67.187,67.162,0.025
9704,"Mean Number of Classes:",3.481,3.467,0.014
9705,"Proportion Male:",0.435,0.427,0.008
9705,"Mean Age:",19.508,19.505,0.003
9705,"Mean Weight:",162.157,161.796,0.361
9705,"Mean Height:",67.187,67.162,0.025
9705,"Mean Number of Classes:",3.481,3.467,0.014
9706,"Proportion Male:",0.435,0.427,0.008
9706,"Mean Age:",19.508,19.505,0.003
9706,"Mean Weight:",162.157,161.793,0.364
9706,"Mean Height:",67.187,67.162,0.025
9706,"Mean Number of Classes:",3.481,3.467,0.014
9707,"Proportion Male:",0.435,0.427,0.008
9707,"Mean Age:",19.508,19.504,0.004
9707,"Mean Weight:",162.157,161.794,0.363
9707,"Mean Height:",67.187,67.162,0.025
9707,"Mean Number of Classes:",3.481,3.467,0.014
9708,"Proportion Male:",0.435,0.427,0.008
9708,"Mean Age:",19.508,19.504,0.004
9708,"Mean Weight:",162.157,161.79,0.367
9708,"Mean Height:",67.187,67.161,0.026
9708,"Mean Number of Classes:",3.481,3.467,0.014
9709,"Proportion Male:",0.435,0.427,0.008
9709,"Mean Age:",19.508,19.504,0.004
9709,"Mean Weight:",162.157,161.793,0.364
9709,"Mean Height:",67.187,67.16,0.027
9709,"Mean Number of Classes:",3.481,3.467,0.014
9710,"Proportion Male:",0.435,0.427,0.008
9710,"Mean Age:",19.508,19.504,0.004
9710,"Mean Weight:",162.157,161.794,0.363
9710,"Mean Height:",67.187,67.16,0.027
9710,"Mean Number of Classes:",3.481,3.467,0.014
9711,"Proportion Male:",0.435,0.427,0.008
9711,"Mean Age:",19.508,19.504,0.004
9711,"Mean Weight:",162.157,161.8,0.357
9711,"Mean Height:",67.187,67.16,0.027
9711,"Mean Number of Classes:",3.481,3.467,0.014
9712,"Proportion Male:",0.435,0.427,0.008
9712,"Mean Age:",19.508,19.505,0.003
9712,"Mean Weight:",162.157,161.796,0.361
9712,"Mean Height:",67.187,67.16,0.027
9712,"Mean Number of Classes:",3.481,3.467,0.014
9713,"Proportion Male:",0.435,0.427,0.008
9713,"Mean Age:",19.508,19.505,0.003
9713,"Mean Weight:",162.157,161.797,0.36
9713,"Mean Height:",67.187,67.16,0.027
9713,"Mean Number of Classes:",3.481,3.467,0.014
9714,"Proportion Male:",0.435,0.427,0.008
9714,"Mean Age:",19.508,19.505,0.003
9714,"Mean Weight:",162.157,161.793,0.364
9714,"Mean Height:",67.187,67.16,0.027
9714,"Mean Number of Classes:",3.481,3.467,0.014
9715,"Proportion Male:",0.435,0.427,0.008
9715,"Mean Age:",19.508,19.505,0.003
9715,"Mean Weight:",162.157,161.789,0.368
9715,"Mean Height:",67.187,67.16,0.027
9715,"Mean Number of Classes:",3.481,3.467,0.014
9716,"Proportion Male:",0.435,0.427,0.008
9716,"Mean Age:",19.508,19.505,0.003
9716,"Mean Weight:",162.157,161.783,0.374
9716,"Mean Height:",67.187,67.16,0.027
9716,"Mean Number of Classes:",3.481,3.467,0.014
9717,"Proportion Male:",0.435,0.427,0.008
9717,"Mean Age:",19.508,19.504,0.004
9717,"Mean Weight:",162.157,161.778,0.379
9717,"Mean Height:",67.187,67.159,0.028
9717,"Mean Number of Classes:",3.481,3.467,0.014
9718,"Proportion Male:",0.435,0.427,0.008
9718,"Mean Age:",19.508,19.504,0.004
9718,"Mean Weight:",162.157,161.784,0.373
9718,"Mean Height:",67.187,67.159,0.028
9718,"Mean Number of Classes:",3.481,3.467,0.014
9719,"Proportion Male:",0.435,0.427,0.008
9719,"Mean Age:",19.508,19.504,0.004
9719,"Mean Weight:",162.157,161.786,0.371
9719,"Mean Height:",67.187,67.16,0.027
9719,"Mean Number of Classes:",3.481,3.468,0.013
9720,"Proportion Male:",0.435,0.427,0.008
9720,"Mean Age:",19.508,19.504,0.004
9720,"Mean Weight:",162.157,161.781,0.376
9720,"Mean Height:",67.187,67.159,0.028
9720,"Mean Number of Classes:",3.481,3.468,0.013
9721,"Proportion Male:",0.435,0.427,0.008
9721,"Mean Age:",19.508,19.504,0.004
9721,"Mean Weight:",162.157,161.782,0.375
9721,"Mean Height:",67.187,67.158,0.029
9721,"Mean Number of Classes:",3.481,3.468,0.013
9722,"Proportion Male:",0.435,0.427,0.008
9722,"Mean Age:",19.508,19.504,0.004
9722,"Mean Weight:",162.157,161.785,0.372
9722,"Mean Height:",67.187,67.158,0.029
9722,"Mean Number of Classes:",3.481,3.467,0.014
9723,"Proportion Male:",0.435,0.427,0.008
9723,"Mean Age:",19.508,19.504,0.004
9723,"Mean Weight:",162.157,161.783,0.374
9723,"Mean Height:",67.187,67.158,0.029
9723,"Mean Number of Classes:",3.481,3.467,0.014
9724,"Proportion Male:",0.435,0.427,0.008
9724,"Mean Age:",19.508,19.504,0.004
9724,"Mean Weight:",162.157,161.784,0.373
9724,"Mean Height:",67.187,67.159,0.028
9724,"Mean Number of Classes:",3.481,3.467,0.014
9725,"Proportion Male:",0.435,0.427,0.008
9725,"Mean Age:",19.508,19.504,0.004
9725,"Mean Weight:",162.157,161.782,0.375
9725,"Mean Height:",67.187,67.158,0.029
9725,"Mean Number of Classes:",3.481,3.467,0.014
9726,"Proportion Male:",0.435,0.427,0.008
9726,"Mean Age:",19.508,19.505,0.003
9726,"Mean Weight:",162.157,161.785,0.372
9726,"Mean Height:",67.187,67.159,0.028
9726,"Mean Number of Classes:",3.481,3.467,0.014
9727,"Proportion Male:",0.435,0.427,0.008
9727,"Mean Age:",19.508,19.505,0.003
9727,"Mean Weight:",162.157,161.785,0.372
9727,"Mean Height:",67.187,67.159,0.028
9727,"Mean Number of Classes:",3.481,3.467,0.014
9728,"Proportion Male:",0.435,0.427,0.008
9728,"Mean Age:",19.508,19.505,0.003
9728,"Mean Weight:",162.157,161.789,0.368
9728,"Mean Height:",67.187,67.159,0.028
9728,"Mean Number of Classes:",3.481,3.467,0.014
9729,"Proportion Male:",0.435,0.427,0.008
9729,"Mean Age:",19.508,19.505,0.003
9729,"Mean Weight:",162.157,161.787,0.37
9729,"Mean Height:",67.187,67.159,0.028
9729,"Mean Number of Classes:",3.481,3.467,0.014
9730,"Proportion Male:",0.435,0.427,0.008
9730,"Mean Age:",19.508,19.506,0.002
9730,"Mean Weight:",162.157,161.789,0.368
9730,"Mean Height:",67.187,67.159,0.028
9730,"Mean Number of Classes:",3.481,3.467,0.014
9731,"Proportion Male:",0.435,0.427,0.008
9731,"Mean Age:",19.508,19.505,0.003
9731,"Mean Weight:",162.157,161.794,0.363
9731,"Mean Height:",67.187,67.159,0.028
9731,"Mean Number of Classes:",3.481,3.467,0.014
9732,"Proportion Male:",0.435,0.427,0.008
9732,"Mean Age:",19.508,19.505,0.003
9732,"Mean Weight:",162.157,161.792,0.365
9732,"Mean Height:",67.187,67.158,0.029
9732,"Mean Number of Classes:",3.481,3.467,0.014
9733,"Proportion Male:",0.435,0.427,0.008
9733,"Mean Age:",19.508,19.506,0.002
9733,"Mean Weight:",162.157,161.788,0.369
9733,"Mean Height:",67.187,67.158,0.029
9733,"Mean Number of Classes:",3.481,3.467,0.014
9734,"Proportion Male:",0.435,0.427,0.008
9734,"Mean Age:",19.508,19.506,0.002
9734,"Mean Weight:",162.157,161.783,0.374
9734,"Mean Height:",67.187,67.157,0.03
9734,"Mean Number of Classes:",3.481,3.467,0.014
9735,"Proportion Male:",0.435,0.427,0.008
9735,"Mean Age:",19.508,19.506,0.002
9735,"Mean Weight:",162.157,161.783,0.374
9735,"Mean Height:",67.187,67.157,0.03
9735,"Mean Number of Classes:",3.481,3.467,0.014
9736,"Proportion Male:",0.435,0.427,0.008
9736,"Mean Age:",19.508,19.506,0.002
9736,"Mean Weight:",162.157,161.782,0.375
9736,"Mean Height:",67.187,67.157,0.03
9736,"Mean Number of Classes:",3.481,3.467,0.014
9737,"Proportion Male:",0.435,0.427,0.008
9737,"Mean Age:",19.508,19.506,0.002
9737,"Mean Weight:",162.157,161.778,0.379
9737,"Mean Height:",67.187,67.157,0.03
9737,"Mean Number of Classes:",3.481,3.467,0.014
9738,"Proportion Male:",0.435,0.427,0.008
9738,"Mean Age:",19.508,19.506,0.002
9738,"Mean Weight:",162.157,161.777,0.38
9738,"Mean Height:",67.187,67.157,0.03
