"sex","age","weight","height","classes"
"Male",19,193.9,70.5,3
"Male",20,155.2,71.1,2
"Female",22,143.4,66.4,4
"Male",19,151.9,71.4,3
"Male",17,186.1,67.9,4
"Male",22,174.4,78.4,4
"Female",21,134.2,64.3,5
"Male",19,167.4,76.7,2
"Female",19,192.4,64,4
"Female",19,173.7,64,5
"Male",17,158.3,72.1,4
"Female",19,118.6,64.6,5
"Female",18,145.1,64.1,5
"Male",22,168.1,72,2
"Male",18,139.2,70.9,3
"Female",21,160.1,63.6,4
"Female",22,171.9,65.4,3
"Female",17,176.3,69.3,2
"Female",19,232.9,67.7,2
"Male",19,190.2,63.7,2
"Female",22,148.7,59.7,3
"Male",22,207.5,72,2
"Female",20,199,62.7,4
"Female",17,155.1,58.4,3
"Female",17,163,68.7,2
"Female",20,202.7,65.1,3
"Male",20,158.5,74.1,6
"Male",17,130.5,73.8,4
"Female",22,138.5,58.9,2
"Female",20,142.5,60.9,2
"Male",19,176.1,67.2,6
"Female",20,200.5,59.1,3
"Female",19,161.7,65.7,2
"Female",22,115.2,65.5,3
"Female",18,128.3,62.9,4
"Female",17,110.7,64.9,6
"Male",20,202.3,69.9,5
"Male",19,185.7,68.8,3
"Male",18,129.5,69.1,3
"Female",17,143.5,67.3,2
"Male",17,212.4,70.5,5
"Female",22,166.2,62.7,3
"Female",21,177.6,64.4,5
"Male",18,217.5,67.1,4
"Male",20,123,67.6,5
"Female",22,164.1,64.9,4
"Male",21,162.8,69.5,5
"Female",17,144,61.6,5
"Male",19,267.1,68.7,5
"Male",20,136.4,72.3,2
"Female",20,117.6,66.6,3
"Female",20,156.5,68,7
"Male",21,152.9,64.1,2
"Female",18,149.8,68.1,4
"Male",22,213.1,73.4,5
"Male",18,181.6,76.1,4
"Female",17,96.1,65.7,3
"Female",17,179,64.9,2
"Male",17,213.7,75.1,2
"Female",17,130.6,65.1,3
"Female",20,124.6,60.1,3
"Female",22,178.1,65.8,5
"Male",19,237,69.2,7
"Female",22,147.8,63.2,5
"Female",18,158.7,69.7,4
"Male",20,209.6,69.1,2
"Female",17,129.6,63,3
"Female",21,155.4,68.6,2
"Female",21,173,61.5,3
"Female",22,172.6,67,4
"Male",19,210.3,71.7,2
"Female",22,142.7,64.7,4
"Female",18,147.6,61.7,4
"Female",20,135.7,65.5,4
"Female",19,109.1,56.6,4
"Female",20,176.9,65.7,2
"Female",22,96.2,62.9,6
"Female",18,135.8,69.6,2
"Female",21,170,70.7,3
"Male",18,132.9,72.5,3
"Male",22,170.9,64.9,4
"Female",20,146.3,66.9,3
"Female",20,154.3,68.1,3
"Male",17,156.3,79.4,2
"Male",19,164,68.6,2
"Female",22,155.9,72,6
"Female",21,189.5,71.9,6
"Female",21,130.5,63.7,4
"Female",19,129.3,61.2,3
"Male",21,248.4,68.4,3
"Male",21,141.4,68.4,2
"Female",22,166.9,60.4,4
"Female",22,148,70.7,7
"Male",18,133.1,69.5,3
"Male",17,286.5,75.3,3
"Male",21,194,70.8,2
"Female",19,213.2,66.2,5
"Male",18,187.3,72.8,5
"Male",18,263.5,64.5,3
"Female",20,165.2,62.7,3
"Female",22,183.4,65.5,4
"Female",17,178.5,67.5,3
"Female",21,145.5,63.7,4
"Female",18,104.4,70.5,2
"Female",19,145.8,61.8,2
"Female",17,151.1,68.8,5
"Female",21,154.1,64,2
"Female",18,184.2,61.5,3
"Female",20,118.1,63.9,3
"Female",17,143.4,68.1,2
"Female",17,138.2,61,2
"Female",20,128.7,66.3,4
"Male",21,130.3,73,4
"Male",21,162.1,74.3,3
"Female",19,164,66.2,4
"Female",22,130.1,67.8,2
"Female",21,112.6,64.9,2
"Female",21,144.8,64.6,3
"Male",21,224,68.1,6
"Male",20,208.1,70.4,2
"Male",19,132.7,71.8,2
"Female",20,129.8,63.1,3
"Male",20,184.8,67.6,7
"Female",19,165.6,60.7,2
"Female",22,98.3,71.3,6
"Male",18,151.4,73.8,3
"Female",19,124,68.4,3
"Female",21,133.4,63.6,2
"Female",17,132.3,69.4,6
"Male",18,203.4,70.3,2
"Male",22,165.8,72.5,2
"Female",22,102.3,63.1,4
"Female",18,144.7,58.9,3
"Female",19,163.1,66.6,2
"Male",18,215.3,71.7,2
"Male",20,177.1,70,2
"Female",19,142.9,63.2,6
"Male",19,118.7,69.1,3
"Female",20,128.7,66.4,4
"Male",18,209,74.6,2
"Female",19,137.6,62.9,4
"Male",19,230.2,67.7,3
"Male",22,129.7,72.5,3
"Male",22,180.4,69.5,2
"Female",17,137.8,62.7,5
"Female",22,160.7,64.5,2
"Female",22,96.7,63.9,2
"Female",17,144.8,64.6,2
"Male",17,155.5,70.3,2
"Female",18,180.4,66.5,3
"Female",18,175.4,62.6,2
"Male",20,164.2,70.4,2
"Male",17,191.4,71.4,3
"Female",20,184.1,63.1,2
"Female",20,119.8,67.4,5
"Male",18,185.7,74.9,2
"Male",21,158,68.7,2
"Male",17,107.9,63,7
"Female",18,187.6,61.2,3
"Female",17,114,64.6,5
"Female",19,160.2,56.6,3
"Male",19,202.2,64.7,3
"Male",19,190.3,67.5,2
"Female",19,139,62.3,2
"Male",22,209.1,71.8,2
"Male",17,210.8,73.7,3
"Male",18,104,70.9,3
"Male",17,157.4,73,3
"Male",21,112.8,71.5,7
"Female",21,158,59.9,3
"Male",21,104.5,63,4
"Male",17,237.8,67.7,3
"Female",21,142.5,62.1,2
"Female",21,141.1,65.9,6
"Male",21,198.3,71.7,3
"Female",22,154.8,63.5,2
"Female",18,127.1,57.4,5
"Male",21,154,72.2,2
"Female",18,132,69.1,4
"Female",21,143.9,63.3,5
"Male",18,159,73.6,2
"Male",19,189.4,68.7,2
"Male",19,153.9,69.6,2
"Female",17,150.8,68.2,5
"Male",21,225.4,66,2
"Male",17,156,69,4
"Male",18,290.8,69.3,5
"Male",20,205.9,66.7,5
"Male",22,170.9,73.4,2
"Male",19,189.9,74.6,4
"Female",21,117.1,67.6,2
"Male",17,128.5,68.2,3
"Male",17,173.9,71.5,3
"Female",22,152.1,65.2,4
"Female",20,155.7,70.7,2
"Male",17,227.7,71,3
"Female",17,184.2,67.7,2
"Female",18,127.7,66.5,3
"Male",19,132.4,71.1,4
"Male",20,159,66.4,3
"Male",22,168,71.4,7
"Female",22,186.9,66.4,4
"Male",22,245,74.4,5
"Female",19,172.1,58.9,4
"Female",18,92.4,65.1,3
"Female",22,170.4,67.7,5
"Female",22,171.7,63.7,5
"Female",21,160.6,64.7,6
"Male",18,192.3,72.7,2
"Male",21,155.7,72.5,2
"Female",21,150.6,74.9,6
"Female",21,129.2,63.8,2
"Female",22,150.2,64.6,3
"Female",20,166,63.3,4
"Male",18,157.7,74.8,2
"Male",18,181.6,76.8,4
"Female",20,129,66.2,3
"Female",21,122.1,68,5
"Female",21,140.1,68.5,3
"Female",22,204.9,66.7,3
"Female",20,149.9,67.3,4
"Female",20,121.7,68,4
"Female",19,146.1,64.5,2
"Male",20,199.4,62,5
"Male",22,189.9,77.6,5
"Female",22,171.4,63.8,4
"Female",22,128,72.5,3
"Male",22,208.7,67,3
"Female",22,173.1,64.3,2
"Female",18,129.8,60.9,4
"Male",19,218.2,71.9,2
"Female",19,122.2,66.2,5
"Male",18,129.6,75.9,4
"Male",19,194.6,69.7,3
"Female",20,112.7,71.4,4
"Female",17,180.7,68.9,4
"Male",19,165.5,73.1,3
"Male",17,163.9,67.8,2
"Male",22,152.4,65.6,3
"Male",20,278.4,60.3,3
"Male",20,239.2,62.7,3
"Male",19,227.5,68,4
"Female",20,166.4,65.8,6
"Female",18,180.5,64,4
"Male",22,231.8,71.1,3
"Male",17,146.1,70.9,4
"Female",21,162.1,66.3,4
"Female",21,124.4,60.3,5
"Female",20,143.8,64,3
"Female",17,112.7,64.8,6
"Female",19,146.5,66.8,2
"Female",20,105.8,65.5,3
"Female",18,109.6,62.3,5
"Male",18,215.2,77.4,5
"Male",22,177.8,65.9,3
"Female",21,157.1,70.8,4
"Male",20,177.4,68.5,4
"Male",22,203.3,78.7,7
"Female",19,146.5,66.2,4
"Female",21,125,67,3
"Female",20,160,66.5,5
"Male",21,139.9,74.2,2
"Female",21,127.3,66.4,4
"Male",19,203.6,66.7,2
"Male",22,141.2,71.4,4
"Female",17,151.5,65.9,5
"Female",19,141.7,69.5,5
"Female",17,134,59.6,3
"Female",19,103.6,66.6,2
"Female",21,153.5,61.7,2
"Male",17,190.5,80,3
"Male",21,118.9,70.9,5
"Female",18,149,69.7,3
"Female",18,159.7,62.2,5
"Male",22,200.4,63.7,4
"Male",20,187.3,66.1,2
"Female",20,146.2,68.9,5
"Male",18,153.9,69.3,4
"Male",17,194.2,66.6,3
"Male",17,192.5,77.8,2
"Female",22,159.8,60.6,4
"Female",20,140.8,61.1,4
"Female",19,146.2,64.6,7
"Female",19,156.6,62,4
"Female",19,98.7,62.7,6
"Male",17,186.1,70.4,2
"Female",22,92,67,4
"Female",17,111.6,67.5,6
"Male",21,244,64.8,3
"Male",17,225.3,68.7,4
"Male",21,140.6,77.1,2
"Male",18,225.3,73.2,4
"Female",18,156,64.9,3
"Female",22,117.9,68.9,7
"Male",19,162.9,70.7,2
"Male",19,194.9,67.4,5
"Female",19,152.9,73.1,4
"Female",22,114.2,63.9,2
"Male",22,195.3,68.5,2
"Male",17,204.1,75.5,4
"Female",22,120.4,62.5,3
"Male",19,145.3,69.2,4
"Female",22,137.5,68.2,3
"Male",21,264.7,70.3,7
"Female",17,152.1,66.1,4
"Female",19,105.5,67.6,2
"Female",20,158.5,66.1,2
"Female",20,192.2,57,3
"Female",20,160.6,62.7,3
"Female",17,161.2,63.2,5
"Male",21,171.1,76,3
"Female",18,113.2,62.9,3
"Female",21,158.9,64.2,5
"Female",19,156.4,64.5,3
"Male",22,185.8,63.2,3
"Male",19,170.3,72,2
"Female",20,185.6,57.9,2
"Male",21,211.8,67.3,4
"Female",22,157,61.6,3
"Female",17,111.6,60.2,3
"Female",19,166.7,64.2,5
"Male",20,184.5,69.6,2
"Male",20,196.9,72.7,2
"Female",21,135.9,65.8,2
"Female",17,121.3,67.6,3
"Female",22,184.4,67.5,3
"Female",17,121.8,66.4,4
"Female",17,152.7,59.7,4
"Male",19,175,61.4,3
"Male",17,200.6,67.1,5
"Female",21,129.5,62.4,2
"Female",21,140.5,63.1,2
"Female",19,184.6,62.6,3
"Female",19,167,66.9,4
"Female",20,111,59.5,2
"Female",22,105.3,69.2,4
"Female",19,143.7,65.3,6
"Female",18,125.8,65.9,4
"Male",17,184.4,69.8,5
"Female",17,192.8,69.2,3
"Male",22,172.8,73.5,3
"Male",20,146.4,74.7,5
"Female",21,124.2,68.3,4
"Female",17,199.1,67,3
"Female",20,115.1,67.6,4
"Male",19,107.4,67.8,6
"Male",22,146.7,69.9,2
"Female",18,109.8,62.6,4
"Male",20,171.2,68.4,2
"Male",21,157.2,65.5,4
"Male",21,169.1,63.7,3
"Female",18,164,67.8,4
"Male",20,190.4,65.9,6
"Male",22,127.6,68.1,5
"Female",17,131.9,62.2,5
"Female",17,151.5,66,2
"Male",21,175.4,77.7,2
"Female",21,104.2,60.7,4
"Female",19,147.3,73.5,5
"Male",17,193.1,66.6,3
"Male",20,193.4,68.5,5
"Female",21,129,63.3,2
"Male",17,233,61,5
"Male",22,120.7,68.8,2
"Female",21,126,60.8,5
"Male",20,148.7,71.1,5
"Female",20,133.2,70.6,4
"Male",21,253.2,67.9,3
"Male",18,189,72.3,2
"Male",21,175,70.5,2
"Female",18,190,68.1,7
"Female",19,150.1,69.1,2
"Male",20,204.9,70.3,3
"Female",19,157.2,58.6,4
"Male",21,144,69.7,3
"Female",21,158.2,65.8,3
"Female",18,172.5,69.3,4
"Male",18,181.1,75.7,3
"Female",17,178.8,60.5,4
"Female",20,141,69.5,2
"Female",21,158,67.8,4
"Female",17,91.8,59.3,5
"Male",19,217.1,74.5,4
"Female",20,136.2,60.3,6
"Female",19,108.5,66.5,2
"Female",19,204.7,64.2,4
"Male",17,200.1,68.5,3
"Female",19,138.8,67.7,3
"Female",18,119.4,65,5
"Male",17,228.3,64.5,4
"Male",18,219.5,72.5,2
"Female",18,130.1,66.8,3
"Male",22,195.4,68.7,3
"Female",20,146.2,62.1,3
"Male",17,132.3,66.3,4
"Female",19,187.9,67.3,3
"Female",18,166.2,64.1,3
"Male",20,149,70.7,3
"Male",21,159.6,72.6,7
"Female",19,100.7,68,2
"Male",19,187.3,75.2,6
"Male",22,211.4,69.2,6
"Male",22,113.4,77.6,4
"Male",18,210.7,62.8,2
"Female",17,144.1,61.2,2
"Male",17,210.5,69.8,4
"Female",19,148.9,62.2,3
"Male",22,136.2,63.5,2
"Female",21,174.2,68.1,2
"Female",20,143,65.4,3
"Male",18,217.4,70.4,4
"Male",17,229.9,74,4
"Female",20,145.7,71.1,4
"Female",22,125.9,69.7,4
"Female",17,150.2,66.6,3
"Female",21,146.1,62.4,3
"Female",18,162.3,67.6,3
"Male",19,250.7,63.7,4
"Female",18,144.7,67.5,4
"Female",21,124.1,62.6,5
"Male",18,176.8,65.1,3
"Male",21,221.6,68.7,4
"Male",21,180.8,70.1,2
"Female",18,144.9,65.6,2
"Female",19,107.7,64.6,2
"Male",21,146.5,69.6,3
"Male",19,197.2,71.6,3
"Male",17,145.7,68.2,3
"Male",18,124.9,65.8,3
"Female",21,123.1,65.9,2
"Female",17,131.4,67.2,6
"Male",22,136.8,68,3
"Female",22,165.9,66,3
"Female",21,200.1,67.6,2
"Female",20,116,62.2,4
"Female",20,114.2,62.4,4
"Male",22,146.9,74.6,4
"Male",20,186.7,81.9,4
"Male",21,193.2,67,5
"Female",22,111.6,65.7,2
"Female",17,120.7,63.1,4
"Female",19,137,62.7,6
"Female",18,153.9,68.4,2
"Male",22,187.3,68.9,2
"Female",20,184.2,68.5,4
"Male",17,182.2,65.9,2
"Female",21,175,73,2
"Male",17,227.5,76.8,3
"Male",22,195.2,69.6,5
"Male",21,209.7,70.2,2
"Female",22,196.6,66.8,2
"Female",18,127.5,69.7,5
"Female",18,113.9,68,6
"Female",20,145.3,66.8,3
"Male",20,171.1,73.5,3
"Male",21,190.5,74.9,3
"Female",21,142.4,64.2,2
"Female",19,121,65.5,4
"Female",21,130.4,62.1,4
"Male",17,232.1,78.1,4
"Male",19,218.2,73.8,4
"Male",20,107.5,67.4,4
"Female",19,121.9,61.8,5
"Male",18,203.1,69.6,4
"Female",21,139.4,65.3,2
"Female",21,147.1,64.1,3
"Female",18,150.5,67.1,3
"Male",17,135.6,75.4,3
"Male",22,119.1,69.1,4
"Female",18,105,60.6,4
"Female",17,148.4,61.7,6
"Male",22,228.1,72,3
"Female",20,195.9,64.1,6
"Female",17,161.8,65.9,3
"Female",17,149.4,69.5,2
"Female",17,113.9,68.2,2
"Female",19,104.5,65.9,4
"Female",22,160.5,58.9,2
"Female",21,121.2,66.2,2
"Male",17,228,65.1,2
"Male",22,211.8,69.3,3
"Female",22,130.5,63.8,3
"Male",20,105,77.6,3
"Male",18,155.8,66.4,3
"Female",22,100.9,70.5,4
"Female",17,103.4,61.2,5
"Male",21,177.6,70.2,2
"Female",17,158.4,65.8,3
"Female",21,176.4,59.9,4
"Male",17,164.8,65.9,3
"Female",21,191.1,67.2,3
"Male",20,191.5,67.8,2
"Female",18,212.6,65.1,3
"Male",20,125.2,70.7,4
"Female",21,180.6,64.4,7
"Female",18,145.8,65.6,3
"Female",22,118.1,65.4,5
"Male",18,194,68.9,3
"Female",17,128.2,65.8,5
"Female",20,102.8,74.5,3
"Female",18,169.7,68.5,3
"Male",17,193.9,71.4,2
"Female",19,147.8,62.7,2
"Female",19,146.6,69.6,6
"Female",17,105.5,65.6,3
"Female",19,132,64,4
"Female",18,92.4,61,6
"Male",18,209.4,69,3
"Male",17,261.6,64.6,6
"Male",18,144.4,67.9,3
"Female",19,140.9,62.2,3
"Male",19,169.1,72.7,4
"Male",21,255.4,76.2,3
"Female",18,103.5,69.3,3
"Male",19,169.8,74,3
"Female",19,206.7,67.4,2
"Female",20,133.6,68.2,3
"Female",22,120.6,64.5,4
"Female",17,162.4,66.4,3
"Female",19,119.8,64.5,5
"Male",19,162.9,75.6,4
"Female",20,163,66.2,4
"Female",21,148.3,68.8,4
"Male",22,221.6,71.6,5
"Female",20,128,66.9,2
"Male",22,111.7,64.5,3
"Female",19,163.3,67.4,3
"Male",21,209.2,72.8,3
"Female",18,159.7,69.8,3
"Female",17,138.9,60.3,4
"Female",19,170.5,66.1,5
"Male",22,203.2,68.9,3
"Female",17,156.7,63.1,2
"Female",21,110.5,62.9,5
"Male",18,238.2,72.3,3
"Female",19,148.9,59.5,4
"Male",21,208.6,67.2,3
"Male",17,150.9,68.4,3
"Female",19,131.5,60.6,5
"Male",21,182.6,64.9,3
"Female",21,177.7,66.3,2
"Female",22,219.7,65,5
"Male",22,240.8,70.4,2
"Female",19,143.9,67.8,2
"Female",22,150.6,67.5,6
"Male",18,186.9,65.3,2
"Male",19,196.3,74.2,3
"Female",22,160.8,61.4,3
"Female",17,112,68.2,2
"Male",19,179.4,66.8,3
"Female",17,159.9,65.4,2
"Male",19,172.4,71.7,3
"Male",21,122.1,66.6,2
"Female",22,189.9,67.5,2
"Female",22,154,64.1,3
"Male",22,151.2,71.7,3
"Female",20,190.6,66.9,5
"Male",18,230.2,70.5,3
"Female",17,126.3,67.5,3
"Male",17,186.9,63.3,6
"Female",17,180.3,68.8,4
"Female",18,191.8,70.1,2
"Male",21,240.6,65.7,4
"Female",17,184,70.1,2
"Male",19,136.4,63.8,2
"Male",18,264.5,72.3,4
"Female",22,164.8,66,3
"Female",17,153.4,65.1,4
"Male",21,184.6,69.6,5
"Female",17,96.4,65.8,4
"Female",17,149.1,68,2
"Female",20,109.1,62.3,3
"Female",19,147.5,68.7,2
"Female",19,162.7,60.8,4
"Female",18,224,65.1,2
"Female",21,129.7,66.3,5
"Male",17,204.6,69.1,2
"Male",19,156.2,71.5,3
"Male",21,152.1,69.1,5
"Female",20,165.5,67,3
"Female",22,166.7,62,3
"Female",22,150.2,68.3,2
"Male",17,184,65.2,2
"Female",21,122,59.6,2
"Female",20,170.9,59.8,5
"Male",18,147.4,71.2,4
"Female",20,159.4,60.4,6
"Female",17,139.7,65.3,3
"Male",19,270,74,3
"Female",19,110.9,62,2
"Male",17,173.4,72.8,2
"Male",17,217.4,68.9,2
"Female",17,121.8,70.7,3
"Male",17,180.6,69.2,5
"Female",17,114.2,62.3,2
"Male",22,254.2,72.6,3
"Female",18,151.8,57.2,6
"Male",19,140.8,69.8,5
"Female",19,139.9,62.2,4
"Male",19,222.3,78.1,3
"Female",20,166.6,59.4,4
"Male",19,238.2,73.2,3
"Female",22,179.7,65.7,3
"Male",20,170.6,64.4,2
"Female",22,130.3,61.9,2
"Male",21,301.7,69.4,4
"Female",19,174.6,61.3,5
"Female",17,140.3,65,2
"Female",19,158.4,68.3,7
"Female",20,155.5,65.6,4
"Male",19,138.9,61.2,2
"Female",17,95.5,63.8,2
"Female",18,98.3,68.8,3
"Female",19,178,63.5,2
"Female",18,110.8,60.8,3
"Male",19,227.2,70.8,3
"Female",18,181.4,64.3,2
"Male",17,162,71.9,5
"Female",19,194.8,71.1,2
"Female",22,140.3,67.9,2
"Female",21,110.6,64.5,4
"Male",21,217.3,71.8,3
"Female",20,116.6,65.7,6
"Male",22,122.9,65.8,7
"Male",21,117.3,68.1,2
"Female",20,127.7,65,3
"Male",17,219,68.8,2
"Male",18,159.8,66.7,4
"Female",21,150.3,59.5,2
"Female",20,132.5,63.7,3
"Female",17,138.8,65.7,3
"Female",22,124.3,68.9,4
"Female",18,159,63,4
"Male",22,215,72.4,3
"Male",20,176.4,73,5
"Female",18,142.7,56.3,2
"Male",22,180.9,69.9,2
"Female",20,125.7,68.3,3
"Female",19,106.7,59.4,3
"Female",21,106.8,68,3
"Female",21,146.4,70.2,2
"Female",20,125.5,65,2
"Female",21,180.4,66.1,2
"Female",21,130.5,67.8,2
"Male",17,182.6,70.1,4
"Female",18,144.6,56.5,5
"Male",22,238.8,74.3,5
"Female",22,103.9,64,4
"Male",19,166.3,70.2,4
"Female",21,159.2,61.9,5
"Male",21,259.3,74.4,4
"Female",18,129.3,63.9,5
"Female",20,153.7,67.1,3
"Female",18,151.8,65.9,3
"Male",19,246.7,77.6,4
"Female",17,189.2,58.7,4
"Male",22,114.4,66.7,4
"Female",22,158.7,65.2,2
"Male",17,213,76.9,4
"Male",21,188.3,70.8,3
"Male",22,242.7,65.3,4
"Male",21,174.2,72.4,2
"Male",19,286.4,73,4
"Male",19,148.9,66.1,6
"Female",21,187.3,64.4,3
"Female",18,110,63.2,2
"Female",18,142.5,67.7,4
"Male",19,205.8,69.1,6
"Male",17,301.4,76,2
"Female",21,158.1,64.8,3
"Male",21,212,65.2,4
"Female",19,121.4,61.1,6
"Female",22,175.5,62.4,2
"Male",20,173.4,69.2,2
"Female",18,190.1,68.7,5
"Female",18,153.9,65.4,6
"Male",21,169.5,72.5,2
"Female",20,147.1,67.5,3
"Female",19,170.5,71.3,2
"Female",17,140.9,70,3
"Male",20,169.5,66.1,2
"Male",17,131.9,77.3,4
"Female",21,140.6,59.7,4
"Female",20,97.7,70.3,4
"Female",20,156.6,65.6,3
"Male",21,208.8,65.9,3
"Female",20,221.8,60.1,4
"Female",17,146.5,70.9,2
"Female",19,165.6,71.5,4
"Male",20,203.9,69.6,3
"Female",20,154.4,59.6,6
"Female",17,189.3,67,4
"Male",17,191.9,76.4,3
"Male",22,183.7,74,3
"Female",20,145.3,66.4,2
"Male",22,246.6,78.6,4
"Female",20,127,59.6,6
"Female",19,160.7,61.3,3
"Female",20,121.2,66.5,6
"Female",21,129.9,61.8,4
"Male",17,211.6,65.5,3
"Female",18,126.5,59.4,3
"Female",21,150.4,61.4,2
"Female",19,120.8,63.5,6
"Male",17,214.4,67.8,2
"Female",18,167.6,66.8,2
"Male",17,139.9,66,6
"Female",19,213.8,62.8,3
"Female",18,121.9,58.9,3
"Female",20,142.3,62.8,4
"Male",17,205.3,71.3,4
"Male",20,124.3,67.7,2
"Male",20,102.5,74,3
"Female",18,147.4,65,4
"Male",18,160.2,63.4,7
"Female",19,205.2,67.7,2
"Female",20,185.1,66.4,4
"Male",18,129.8,77.7,3
"Male",19,271.6,74.7,6
"Female",20,150.4,67.8,3
"Male",19,196.8,74.4,6
"Female",20,125.3,63,4
"Female",21,117.1,62,3
"Female",22,147.2,64.5,2
"Female",21,165.9,64.2,2
"Female",18,126.8,63.6,2
"Female",21,195.8,64.3,3
"Male",20,193.4,66.7,2
"Female",22,180.8,68.1,3
"Female",22,145.8,64.4,3
"Female",21,184.7,63,4
"Female",18,120.6,69.6,4
"Female",20,180.6,65.4,2
"Female",20,122.1,62.7,2
"Male",21,166.3,66.6,3
"Female",19,140.8,68,3
"Female",20,138.3,68.5,2
"Male",17,239.4,70.2,3
"Female",18,188.7,58.9,5
"Female",22,116.6,57.7,6
"Female",20,134.2,63.3,3
"Male",22,233.3,76.9,2
"Female",21,139.1,68.9,3
"Female",22,142.4,63.5,5
"Female",18,136.4,65.9,2
"Male",17,194.6,70.1,6
"Male",20,137.6,69.3,4
"Female",17,151.8,65.1,5
"Male",21,254.1,73.4,2
"Male",22,228.8,62.5,4
"Male",19,189.1,67.3,2
"Female",19,149.9,70,2
"Female",18,151.3,63.5,3
"Male",18,174.8,74.8,3
"Male",17,174.9,69.3,7
"Male",19,233.1,70.8,2
"Female",19,125.5,65,3
"Female",18,114.3,62.9,7
"Male",18,213.5,77.3,4
"Male",19,214.6,71,5
"Female",18,146.5,65,2
"Male",22,184.2,74.1,2
"Male",21,213.1,71.6,3
"Male",20,169.8,67.6,6
"Female",19,117,68.8,7
"Male",18,165.3,71.2,7
"Female",21,105.8,63.2,3
"Male",18,245.9,66.1,2
"Female",20,123.3,63.2,3
"Male",22,202.8,59.5,3
"Female",17,124,67.1,3
"Male",22,148.3,69.5,3
"Male",21,151.9,73.5,3
"Male",19,139.2,69.3,2
"Male",17,167.6,67,3
"Male",17,216.2,71.3,3
"Male",18,250.5,69.5,7
"Male",20,206.3,71.4,5
"Male",17,251.4,76.1,2
"Female",18,212.2,67.3,3
"Male",22,195.9,61.9,6
"Female",22,160.2,67.5,4
"Female",20,110.4,68,2
"Male",19,180.6,66,2
"Female",20,150.3,66.2,2
"Female",18,189.6,64.4,2
"Female",21,143.4,65.1,3
"Male",17,241.3,64.2,4
"Male",20,192.2,77.3,2
"Female",20,122.8,62.9,2
"Male",21,191.8,75.8,3
"Female",19,125.3,63.9,5
"Male",18,167.3,78.5,2
"Male",21,179,67.7,5
"Female",17,133.3,65.7,5
"Male",22,180.1,78.4,2
"Female",20,176.3,63.1,4
"Male",18,209,71.1,4
"Male",19,225.8,69.2,3
"Female",21,161.7,69.5,4
"Male",19,221.7,62.8,5
"Female",20,158.6,60.4,6
"Female",22,209.4,70.3,2
"Female",20,132.2,65.4,6
"Female",19,110.3,63.3,4
"Male",20,249.1,64.2,5
"Male",20,233.5,73.1,5
"Female",20,156.8,64.3,4
"Female",22,173.4,61.9,5
"Female",21,154.5,63.8,2
"Female",18,107,68.8,7
"Female",18,124.5,65.8,3
"Male",18,165,75.3,3
"Male",17,140,75.7,3
"Male",17,244.4,69.4,2
"Male",21,147.2,71,3
"Female",20,127.6,62.2,3
"Male",19,193.7,69.4,5
"Female",20,189.7,63,2
"Female",21,135.6,73,4
"Male",19,259.9,70.5,2
"Male",17,149.1,69.3,4
"Male",19,198.9,68.4,3
"Female",22,147.7,69.7,2
"Female",19,152.5,64.7,3
"Female",18,202.1,61.2,4
"Female",18,143.6,70.1,4
"Female",17,111.4,66,3
"Male",21,230.1,71.2,4
"Female",20,143,62.4,2
"Male",18,170.2,75.8,5
"Female",19,166.2,66.9,3
"Male",21,222.9,69.8,2
"Female",18,154.8,65.8,2
"Female",22,116.2,71,5
"Male",22,215.5,68.2,5
"Female",19,164.2,67.2,4
"Female",17,117.7,66.7,5
"Female",19,100.6,67.9,4
"Female",18,117.6,57.8,4
"Female",22,132.1,62.1,4
"Female",19,131.3,71,3
"Female",22,181.8,65.7,3
"Female",22,146.5,66.1,7
"Male",19,156.9,67.6,5
"Female",18,149.2,65.4,3
"Female",21,151.2,67.3,5
"Male",18,175.3,75,2
"Female",18,93,61.9,3
"Male",19,137,63.8,2
"Male",19,166.5,61.4,6
"Male",21,166.3,64.3,4
"Female",19,153.8,72.5,6
"Female",19,180.6,64.9,6
"Female",18,135,61.9,4
"Female",21,154.1,59,5
"Female",20,161.7,66.6,3
"Female",19,97.8,69.4,5
"Male",22,154.7,66.3,2
"Female",22,195.9,66.3,4
"Male",17,199.9,70.5,4
"Female",17,94.2,64.4,5
"Male",18,187.7,66.8,2
"Male",22,187.4,66.8,2
"Male",19,164.7,74,6
"Female",22,168.7,65.4,5
"Male",21,185.1,81.4,2
"Male",22,160.5,75.2,4
"Male",22,246.7,71,3
"Female",18,115.7,62.4,6
"Male",21,129.4,68.2,3
"Female",22,158.6,65,3
"Male",17,212.1,72.4,5
"Male",21,196.2,66.9,2
"Female",19,114.9,67.3,3
"Male",20,204.3,73.7,4
"Female",22,149.2,65.9,3
"Female",19,164.7,63.1,3
"Male",20,289.7,67.1,2
"Female",22,132,62.1,5
"Male",17,157.5,76.8,7
"Male",22,196.2,68.3,2
"Female",20,142.3,65.1,4
"Male",17,160.9,70,4
"Male",22,173.2,66.9,5
"Female",20,148,64.8,3
"Male",21,171.6,72.2,2
"Male",21,188.4,69.4,4
"Male",22,173.6,72.8,3
"Female",20,124,61.8,5
"Female",21,152.5,67.7,5
"Female",20,177.9,64.9,5
"Male",18,153.7,67.3,5
"Male",19,224.9,72.1,4
"Female",21,174.4,60.8,2
"Male",19,190.7,65.9,2
"Male",18,171.9,75.2,3
